City,Month,Product_Type,Marketing_Channel,Customer_Income_Level,Marketing_Budget_INR,Discount_Rate,Conversion_Rate,Num_Sales,Sales_Revenue_INR,ROI,Customer_Age
Hyderabad,2023-07,Healthcare,Print,Medium,1512786,0.19,0.141,253830,719608050,475.68,65
Bangalore,2023-09,Electronics,Outdoor,Low,2300445,0.11,0.1,255349,1136303050,493.95,30
Kanpur,2023-01,Furniture,Print,High,2852088,0.26,0.013,46717,138282320,48.48,53
Surat,2023-04,Furniture,Print,Low,650362,0.17,0.115,87506,290519920,446.7,22
Bangalore,2023-06,Furniture,Radio,High,2045152,0.21,0.057,141054,445730640,217.94,53
Mumbai,2023-07,Furniture,Outdoor,Medium,2832510,0.25,0.064,226600,679800000,240.0,30
Bangalore,2023-10,FMCG,Print,High,2337280,0.27,0.032,94987,104010765,44.5,22
Chennai,2023-07,Healthcare,Digital,Low,637213,0.23,0.083,65053,175317835,275.13,53
Pune,2023-10,Healthcare,TV,Medium,827124,0.09,0.114,102778,327347930,395.77,53
Hyderabad,2023-02,Electronics,TV,High,1361129,0.26,0.048,82321,304587700,223.78,22
Mumbai,2023-04,Clothing,Radio,High,648192,0.2,0.141,109674,175478400,270.72,22
Bangalore,2023-05,FMCG,Outdoor,Medium,591477,0.2,0.037,26261,31513200,53.28,40
Pune,2023-12,Electronics,Outdoor,Low,2400771,0.28,0.019,58386,210189600,87.55,22
Pune,2023-01,Electronics,TV,Medium,1137934,0.11,0.1,126310,562079500,493.95,30
Bangalore,2023-01,Furniture,Digital,Low,685935,0.11,0.129,98219,349659640,509.76,65
Surat,2023-10,Clothing,TV,Low,2521388,0.18,0.143,425459,697752760,276.73,40
Chennai,2023-03,Clothing,TV,High,782098,0.24,0.117,113466,172468320,220.52,22
Kolkata,2023-10,FMCG,Outdoor,Low,885468,0.16,0.038,39031,49179060,55.54,65
Chennai,2023-03,Clothing,Print,Low,2441305,0.21,0.147,434234,686089720,281.03,40
Bangalore,2023-12,Electronics,Digital,Medium,2939507,0.16,0.139,473966,1990657200,677.21,30
Hyderabad,2023-08,Clothing,Outdoor,Medium,1364853,0.2,0.033,54048,86476800,63.36,65
Kolkata,2023-09,Clothing,TV,Low,698812,0.26,0.088,77484,114676320,164.1,22
Mumbai,2023-11,Healthcare,Print,High,2583471,0.1,0.088,250079,787748850,304.92,22
Chennai,2023-12,Electronics,Digital,Medium,1101518,0.22,0.072,96757,377352300,342.57,30
Bangalore,2023-01,Clothing,Radio,High,1719990,0.25,0.148,318198,477297000,277.5,40
Chennai,2023-11,Clothing,Digital,Medium,1951165,0.16,0.018,40740,68443200,35.08,65
Kolkata,2023-02,Furniture,Digital,Medium,1822168,0.13,0.098,201786,702215280,385.37,30
Ahmedabad,2023-10,Clothing,TV,Low,1467453,0.05,0.039,60092,114174800,77.8,40
Kanpur,2023-02,Clothing,TV,Medium,2759434,0.25,0.084,289740,434610000,157.5,53
Chennai,2023-04,Healthcare,Radio,Medium,918626,0.13,0.119,123527,376139715,409.46,53
Mumbai,2023-02,Electronics,Radio,High,1446532,0.14,0.045,74207,319090100,220.59,40
Mumbai,2023-07,FMCG,Radio,Medium,2796524,0.13,0.065,205404,268052220,95.85,22
Delhi,2023-09,Electronics,Outdoor,Medium,2792959,0.17,0.143,467289,1939249350,694.34,22
Chennai,2023-07,Furniture,Outdoor,High,2453380,0.23,0.117,353065,1087440200,443.24,53
Kanpur,2023-12,Electronics,TV,Low,2870763,0.24,0.09,320377,1217432600,424.08,22
Surat,2023-06,Clothing,TV,Low,1687847,0.15,0.041,79581,135287700,80.15,22
Pune,2023-10,Furniture,Radio,Medium,527095,0.22,0.07,45013,140440560,266.44,40
Kanpur,2023-01,Electronics,Outdoor,Medium,2333633,0.23,0.118,338703,1304006550,558.79,40
Pune,2023-11,Furniture,Print,High,1667138,0.12,0.125,233399,821564480,492.8,22
Pune,2023-10,FMCG,Outdoor,Low,1486369,0.07,0.044,69978,97619310,65.68,40
Ahmedabad,2023-09,Electronics,TV,Low,596729,0.27,0.103,78058,284911700,477.46,65
Delhi,2023-05,Clothing,Outdoor,Low,686293,0.22,0.023,19257,30040920,43.77,53
Kanpur,2023-11,Furniture,TV,High,2668272,0.21,0.013,41971,132628360,49.71,65
Kanpur,2023-05,Healthcare,Radio,High,1377232,0.06,0.087,127008,417856320,303.4,65
Ahmedabad,2023-06,Furniture,Radio,High,1623201,0.25,0.041,83189,249567000,153.75,22
Chennai,2023-09,Healthcare,Radio,Medium,2752909,0.19,0.021,68795,195033825,70.85,22
Chennai,2023-08,Clothing,Print,Low,1089704,0.26,0.112,153779,227592920,208.86,65
Chennai,2023-08,FMCG,Print,Medium,2870406,0.29,0.08,296225,315479625,109.91,65
Hyderabad,2023-08,Healthcare,TV,Medium,2172328,0.29,0.121,339078,842608830,387.88,30
Pune,2023-01,FMCG,Digital,High,2838701,0.26,0.103,368406,408930660,144.06,30
Hyderabad,2023-01,Furniture,Print,Low,2518842,0.05,0.112,296215,1125617000,446.88,53
Delhi,2023-08,Clothing,TV,Medium,1129923,0.27,0.053,76055,111040300,98.27,65
Ahmedabad,2023-05,Healthcare,Outdoor,Low,1992947,0.07,0.047,100225,326232375,163.69,40
Kanpur,2023-09,Furniture,Radio,Medium,2205463,0.26,0.094,261215,773196400,350.58,30
Pune,2023-02,Electronics,Radio,High,916918,0.12,0.038,39024,171705600,187.26,22
Hyderabad,2023-09,Furniture,Radio,Medium,870553,0.2,0.124,129538,414521600,476.16,65
Hyderabad,2023-12,FMCG,TV,High,2331157,0.06,0.083,205095,289183950,124.05,40
Bangalore,2023-08,Clothing,Radio,Low,1301637,0.24,0.042,67789,103039280,79.16,40
Hyderabad,2023-09,Clothing,Print,Medium,1539426,0.08,0.098,162932,299794880,194.74,40
Surat,2023-04,Furniture,Outdoor,Medium,1275217,0.15,0.142,208242,708022800,555.22,22
Kanpur,2023-01,Electronics,Radio,High,822351,0.25,0.021,21586,80947500,98.43,30
Surat,2023-01,FMCG,TV,High,1045282,0.22,0.025,31881,37300770,35.68,40
Kanpur,2023-05,Furniture,Outdoor,Low,989697,0.05,0.128,133015,505457000,510.72,30
Ahmedabad,2023-02,Furniture,Radio,High,754457,0.15,0.025,21690,73746000,97.75,53
Kanpur,2023-08,Clothing,Digital,Low,586170,0.06,0.016,9941,18689080,31.88,22
Surat,2023-10,FMCG,Radio,Medium,2627721,0.22,0.059,189143,221297310,84.22,30
Kanpur,2023-11,Electronics,Print,Low,2430719,0.29,0.075,235172,834860600,343.46,30
Ahmedabad,2023-05,Clothing,Outdoor,Low,1659278,0.21,0.09,180695,285498100,172.06,40
Ahmedabad,2023-05,Furniture,Print,Low,768770,0.11,0.081,69120,246067200,320.08,40
Delhi,2023-02,Clothing,Digital,Medium,1028252,0.14,0.138,161764,278234080,270.59,22
Kanpur,2023-07,Clothing,Digital,Medium,1923514,0.29,0.118,292797,415771740,216.15,30
Bangalore,2023-08,Healthcare,Print,High,780202,0.11,0.148,128171,399252665,511.73,65
Chennai,2023-10,Clothing,Outdoor,Low,2819526,0.19,0.077,258353,418531860,148.44,40
Mumbai,2023-01,Clothing,Digital,Medium,666232,0.15,0.022,16855,28653500,43.01,40
Ahmedabad,2023-02,FMCG,Digital,Low,2744486,0.24,0.144,490055,558662700,203.56,53
Kolkata,2023-10,Clothing,Radio,Low,993441,0.27,0.011,13878,20261880,20.4,22
Chennai,2023-04,Electronics,TV,Low,1894467,0.14,0.119,257003,1105112900,583.34,30
Pune,2023-05,Furniture,Digital,Medium,838371,0.22,0.014,14319,44675280,53.29,30
Kanpur,2023-02,FMCG,Outdoor,Low,1317495,0.19,0.117,183434,222872310,169.16,30
Surat,2023-01,Clothing,Outdoor,Low,2421788,0.12,0.141,382448,673108480,277.94,40
Mumbai,2023-09,Electronics,Radio,High,1454040,0.12,0.064,104225,458590000,315.39,22
Kolkata,2023-01,Furniture,Outdoor,Low,2567091,0.18,0.044,133283,437168240,170.3,30
Chennai,2023-04,FMCG,Radio,High,1840804,0.09,0.042,84272,115031280,62.49,65
Kanpur,2023-02,Electronics,Digital,Low,2884098,0.25,0.079,284804,1068015000,370.31,53
Delhi,2023-11,Clothing,Digital,High,2321981,0.07,0.034,84473,157119779,67.67,53
Pune,2023-04,Healthcare,Digital,Medium,2836027,0.07,0.104,315593,1027255215,362.22,30
Mumbai,2023-08,Healthcare,Digital,Medium,1081300,0.14,0.062,76426,230042260,212.75,40
Bangalore,2023-08,FMCG,TV,Low,1138898,0.08,0.055,67650,93357000,81.97,53
Delhi,2023-11,Electronics,TV,High,1962406,0.17,0.075,172201,714634150,364.16,53
Kolkata,2023-12,Furniture,Digital,Medium,2012361,0.15,0.086,199022,676674800,336.26,53
Mumbai,2023-09,Electronics,Outdoor,Low,708758,0.23,0.03,26153,100689050,142.06,53
Delhi,2023-11,Healthcare,Radio,Low,1556733,0.29,0.109,218892,543946620,349.42,30
Pune,2023-12,FMCG,Print,High,1529921,0.24,0.134,254211,289800540,189.42,22
Bangalore,2023-05,Clothing,Radio,High,1073030,0.09,0.049,57310,104304200,97.21,22
Delhi,2023-07,Electronics,Print,Low,1775592,0.28,0.035,79546,286365600,161.28,40
Hyderabad,2023-03,Healthcare,Print,High,2885524,0.15,0.116,384928,1145160800,396.86,65
Bangalore,2023-10,Furniture,Digital,High,2353259,0.17,0.036,99119,329075080,139.84,22
Kolkata,2023-04,FMCG,Print,Medium,523349,0.16,0.016,9713,12238380,23.38,65
Pune,2023-10,Clothing,Digital,High,629417,0.12,0.097,68379,120347040,191.2,22
Kanpur,2023-09,Electronics,TV,Low,811322,0.27,0.044,45336,165476400,203.96,22
Surat,2023-10,Furniture,Outdoor,High,2315081,0.13,0.034,88945,309528600,133.7,40
Surat,2023-10,Clothing,Print,Low,705732,0.19,0.147,123453,199993860,283.38,53
Surat,2023-12,Healthcare,Outdoor,Low,587687,0.11,0.051,33268,103629820,176.34,40
Mumbai,2023-01,Healthcare,Digital,High,563196,0.25,0.136,95743,251325375,446.25,22
Kolkata,2023-02,Furniture,Print,High,1008370,0.24,0.035,43763,133039520,131.94,53
Pune,2023-05,Healthcare,Radio,High,532400,0.12,0.125,74536,229570880,431.2,53
Bangalore,2023-03,FMCG,TV,Medium,1015593,0.22,0.08,99121,115971570,114.19,53
Mumbai,2023-02,Furniture,TV,Medium,775680,0.23,0.021,20035,61707800,79.55,65
Kolkata,2023-01,Healthcare,Print,High,895916,0.19,0.113,120473,341540955,381.22,22
Kanpur,2023-10,Electronics,TV,Low,1491849,0.2,0.135,241679,966716000,648.0,30
Hyderabad,2023-03,Healthcare,Radio,High,2481195,0.19,0.033,97436,276231060,111.33,40
Pune,2023-01,FMCG,Outdoor,Medium,1768374,0.07,0.112,211921,295629795,167.18,65
Surat,2023-12,Clothing,Radio,Medium,1963232,0.22,0.072,172450,269022000,137.03,40
Delhi,2023-01,Clothing,TV,High,2819840,0.17,0.116,382708,635295280,225.29,30
Pune,2023-12,Healthcare,Outdoor,Low,1057235,0.16,0.11,134903,396614820,375.14,53
Ahmedabad,2023-01,Clothing,Radio,Low,835676,0.26,0.014,14741,21816680,26.11,30
Kolkata,2023-08,Healthcare,Digital,Medium,842542,0.06,0.035,31258,102838820,122.06,40
Chennai,2023-03,FMCG,Digital,Medium,2831992,0.11,0.076,238906,318939510,112.62,30
Kanpur,2023-11,Clothing,Outdoor,Medium,2855962,0.08,0.141,434905,800225200,280.19,22
Hyderabad,2023-01,Electronics,Outdoor,Low,1935110,0.06,0.058,118970,559159000,288.95,30
Kanpur,2023-07,Healthcare,Outdoor,Medium,1003311,0.12,0.098,110123,339178840,338.06,22
Pune,2023-10,Clothing,Digital,Medium,2823727,0.3,0.012,44050,61670000,21.84,30
Chennai,2023-03,FMCG,Radio,Low,2424393,0.12,0.11,298685,394264200,162.62,22
Ahmedabad,2023-08,FMCG,Outdoor,Medium,1278161,0.22,0.094,146579,171497430,134.18,22
Bangalore,2023-04,Electronics,Digital,Medium,1007432,0.08,0.11,119682,550537200,546.48,30
Delhi,2023-04,FMCG,Outdoor,High,2973067,0.2,0.137,488772,586526400,197.28,65
Chennai,2023-05,FMCG,Outdoor,Medium,1168284,0.3,0.031,47081,49435050,42.31,53
Kolkata,2023-06,Clothing,Outdoor,High,2344223,0.12,0.047,123399,217182240,92.65,53
Surat,2023-07,Healthcare,Digital,Medium,1794487,0.26,0.149,336896,872560640,486.25,53
Ahmedabad,2023-04,Furniture,Radio,Medium,2497992,0.3,0.032,103916,290964800,116.48,22
Delhi,2023-08,FMCG,Digital,High,1802776,0.2,0.111,240129,288154800,159.84,53
Hyderabad,2023-06,FMCG,Digital,Medium,930518,0.13,0.112,117766,153684630,165.16,22
Surat,2023-01,Furniture,Outdoor,High,730096,0.22,0.106,94416,294577920,403.48,65
Pune,2023-01,FMCG,Print,Medium,2838839,0.26,0.042,150231,166756410,58.74,30
Chennai,2023-09,Clothing,Print,High,797597,0.09,0.04,34775,63290500,79.35,30
Delhi,2023-10,Clothing,Print,High,2406450,0.16,0.103,287522,483036960,200.73,22
Mumbai,2023-06,Furniture,Digital,Medium,664379,0.13,0.036,27026,94050480,141.56,22
Bangalore,2023-10,FMCG,Outdoor,Medium,1637542,0.12,0.103,188906,249355920,152.27,65
Bangalore,2023-08,FMCG,Print,High,920991,0.27,0.079,92403,101181285,109.86,53
Ahmedabad,2023-07,Healthcare,TV,Low,1981821,0.16,0.064,147130,432562200,218.27,65
Hyderabad,2023-12,FMCG,TV,Medium,1220143,0.13,0.052,71695,93561975,76.68,30
Ahmedabad,2023-06,Clothing,TV,Medium,754435,0.2,0.143,129461,207137600,274.56,30
Mumbai,2023-04,Electronics,Radio,Low,541988,0.1,0.081,48291,217309500,400.95,53
Kolkata,2023-07,Electronics,Outdoor,Low,948668,0.11,0.089,93718,417045100,439.61,30
Hyderabad,2023-09,Electronics,Digital,High,2203987,0.18,0.143,371900,1524790000,691.83,22
Kanpur,2023-11,Electronics,Digital,Medium,1311250,0.15,0.102,153809,653688250,498.52,30
Kolkata,2023-10,FMCG,Outdoor,High,1943478,0.12,0.144,313444,413746080,212.89,40
Hyderabad,2023-10,FMCG,Radio,Medium,2998464,0.06,0.025,79459,112037190,37.36,53
Hyderabad,2023-07,Healthcare,Outdoor,Low,608336,0.18,0.129,92600,265762000,436.87,53
Mumbai,2023-01,FMCG,Radio,High,2982870,0.25,0.057,212529,239095125,80.16,53
Pune,2023-10,Electronics,Print,Medium,2343492,0.26,0.123,363194,1343817800,573.43,40
Mumbai,2023-09,Furniture,Print,Medium,2882963,0.11,0.13,416011,1480999160,513.71,65
Hyderabad,2023-04,Furniture,Radio,Low,1094399,0.2,0.048,63037,201718400,184.32,22
Delhi,2023-03,Clothing,Outdoor,Low,1023931,0.26,0.067,86440,127931200,124.94,53
Kolkata,2023-04,Clothing,Print,Medium,2159356,0.15,0.112,278125,472812500,218.96,30
Mumbai,2023-04,FMCG,Outdoor,Low,1151288,0.28,0.024,35367,38196360,33.18,22
Pune,2023-10,Furniture,Print,Low,1624782,0.28,0.116,241247,694791360,427.62,30
Chennai,2023-11,Electronics,Outdoor,High,2023674,0.1,0.025,55651,250429500,123.75,22
Ahmedabad,2023-02,Electronics,Outdoor,Medium,1116764,0.11,0.138,171065,761239250,681.65,22
Hyderabad,2023-12,Electronics,TV,High,598941,0.1,0.049,32282,145269000,242.54,30
Kanpur,2023-01,FMCG,Radio,Low,2900043,0.1,0.091,290294,391896900,135.13,30
Chennai,2023-12,FMCG,Digital,Medium,2919045,0.28,0.026,97145,104916600,35.94,22
Bangalore,2023-10,Healthcare,Radio,Low,1339532,0.28,0.048,82300,207396000,154.83,53
Surat,2023-12,Electronics,Outdoor,Low,623569,0.06,0.067,44285,208139500,333.79,30
Pune,2023-01,Electronics,Outdoor,Medium,1430135,0.2,0.078,133860,535440000,374.4,40
Kanpur,2023-08,FMCG,Radio,Low,2606055,0.19,0.01,31012,37679580,14.46,40
Surat,2023-02,FMCG,Outdoor,High,2427730,0.15,0.134,374113,476994075,196.48,22
Pune,2023-12,Healthcare,Print,Medium,2674413,0.21,0.011,35596,98422940,36.8,65
Delhi,2023-10,Healthcare,Outdoor,Low,581604,0.29,0.118,88531,219999535,378.26,22
Ahmedabad,2023-05,Clothing,Radio,Low,1215796,0.09,0.076,100716,183303120,150.77,22
Chennai,2023-12,Furniture,Radio,Low,2622595,0.08,0.083,235089,865127520,329.87,53
Kolkata,2023-04,Electronics,Radio,Medium,1663731,0.06,0.039,68778,323256600,194.3,53
Pune,2023-08,Electronics,TV,High,2727712,0.14,0.095,295411,1270267300,465.69,65
Kolkata,2023-02,Healthcare,TV,Low,2045679,0.13,0.085,196487,598302915,292.47,65
Ahmedabad,2023-10,Healthcare,TV,Low,660620,0.16,0.033,25288,74346720,112.54,65
Hyderabad,2023-09,Clothing,TV,Low,708721,0.18,0.043,35960,58974400,83.21,65
Bangalore,2023-07,Furniture,TV,Medium,2582185,0.24,0.019,60836,184941440,71.62,65
Chennai,2023-07,Clothing,TV,Low,1348790,0.15,0.019,29471,50100700,37.14,22
Ahmedabad,2023-01,Furniture,TV,Low,2947121,0.13,0.012,39962,139067760,47.19,22
Ahmedabad,2023-12,Electronics,Radio,Low,2746384,0.26,0.041,141878,524948600,191.14,40
Delhi,2023-02,Clothing,Digital,Medium,939421,0.26,0.105,124285,183941800,195.8,40
Surat,2023-04,Healthcare,TV,High,978061,0.11,0.054,58624,182613760,186.71,30
Bangalore,2023-04,Clothing,Radio,Medium,2896148,0.13,0.058,189813,330274620,114.04,22
Chennai,2023-11,Clothing,Digital,High,807165,0.26,0.028,28476,42144480,52.21,65
Hyderabad,2023-03,Electronics,TV,High,2440940,0.07,0.091,237674,1105184100,452.77,30
Hyderabad,2023-07,Healthcare,Digital,Medium,1626250,0.13,0.058,106584,324548280,199.57,53
Mumbai,2023-12,Healthcare,Digital,Low,1837439,0.16,0.105,223800,657972000,358.09,22
Ahmedabad,2023-08,FMCG,Print,High,2089056,0.1,0.114,261967,353655450,169.29,40
Pune,2023-02,FMCG,Outdoor,Low,1620388,0.09,0.092,162492,221801580,136.88,22
Delhi,2023-04,FMCG,Print,High,2624703,0.16,0.049,149188,187976880,71.62,22
Bangalore,2023-03,Electronics,Digital,Low,620920,0.24,0.081,62365,236987000,381.67,22
Hyderabad,2023-02,Clothing,Radio,Low,1610020,0.26,0.045,91288,135106240,83.92,22
Chennai,2023-12,Healthcare,TV,Medium,1188484,0.29,0.136,208507,518139895,435.97,53
Mumbai,2023-06,Healthcare,Outdoor,Low,2872950,0.07,0.117,359664,1170706320,407.49,40
Chennai,2023-04,Clothing,TV,High,1175489,0.1,0.079,102149,183868200,156.42,22
Delhi,2023-06,Healthcare,Radio,Low,2931446,0.24,0.145,527073,1402014180,478.27,53
Pune,2023-02,Clothing,Outdoor,Low,889956,0.19,0.087,92137,149261940,167.72,30
Mumbai,2023-12,Electronics,Print,Low,2777438,0.13,0.056,175756,764538600,275.27,22
Mumbai,2023-04,Electronics,Digital,High,2527758,0.1,0.023,63952,287784000,113.85,53
Surat,2023-11,Electronics,Radio,High,946661,0.12,0.086,91182,401200800,423.81,65
Bangalore,2023-06,Clothing,Digital,High,2274348,0.16,0.13,342971,576191280,253.34,30
Mumbai,2023-05,Clothing,Digital,Low,2965450,0.09,0.131,423436,770653520,259.88,40
Surat,2023-03,Furniture,TV,Medium,700733,0.29,0.095,85874,243882160,348.04,22
Surat,2023-08,Healthcare,Radio,High,1938782,0.08,0.065,136102,438248440,226.04,22
Delhi,2023-07,Healthcare,Digital,Low,2252904,0.3,0.101,295806,724724700,321.68,53
Kolkata,2023-03,Furniture,Print,High,2245976,0.26,0.117,331101,980058960,436.36,40
Chennai,2023-06,Furniture,Outdoor,Medium,2918495,0.16,0.068,230210,773505600,265.04,65
Pune,2023-04,Electronics,Radio,Low,2123614,0.23,0.077,201127,774338950,364.63,30
Kanpur,2023-11,Furniture,TV,High,2613271,0.22,0.105,334760,1044451200,399.67,40
Chennai,2023-05,Clothing,Radio,High,2883313,0.1,0.133,421828,759290400,263.34,22
Mumbai,2023-11,FMCG,TV,Medium,2777004,0.13,0.121,379699,495507195,178.43,53
Pune,2023-05,Clothing,Outdoor,High,1705852,0.18,0.013,26167,42913880,25.16,65
Hyderabad,2023-07,Furniture,Print,Low,1961354,0.21,0.027,64077,202483320,103.24,53
Kolkata,2023-11,Healthcare,Digital,Low,756599,0.19,0.129,116145,329271075,435.2,30
Hyderabad,2023-05,Clothing,Radio,Medium,521497,0.17,0.127,77489,128631740,246.66,40
Hyderabad,2023-11,Healthcare,TV,Medium,2161547,0.16,0.064,160473,471790620,218.27,53
Bangalore,2023-03,Clothing,Outdoor,Medium,599456,0.17,0.092,64525,107111500,178.68,53
Chennai,2023-10,Healthcare,Digital,Low,686056,0.16,0.137,109028,320542320,467.22,22
Kanpur,2023-05,Clothing,Outdoor,Medium,2067427,0.19,0.138,339512,550009440,266.04,53
Delhi,2023-07,Healthcare,Print,High,1157243,0.27,0.12,176363,450607465,389.38,65
Kanpur,2023-05,FMCG,Digital,High,778795,0.21,0.039,36751,43549935,55.92,40
Hyderabad,2023-05,Electronics,Digital,Low,1503095,0.23,0.112,207066,797204100,530.38,30
Mumbai,2023-09,Clothing,Digital,High,1644557,0.2,0.024,47363,75780800,46.08,53
Kolkata,2023-03,FMCG,TV,Medium,1790824,0.21,0.135,292531,346649235,193.57,65
Ahmedabad,2023-06,Electronics,Digital,High,2332096,0.19,0.031,86031,348425550,149.4,30
Kanpur,2023-01,Clothing,Outdoor,Medium,832857,0.06,0.103,90931,170950280,205.26,65
Hyderabad,2023-10,FMCG,TV,High,2355477,0.3,0.095,290901,305446050,129.67,53
Kolkata,2023-05,FMCG,Digital,Low,1729183,0.06,0.119,218119,307547790,177.86,53
Pune,2023-08,FMCG,Outdoor,Medium,2003092,0.15,0.087,200409,255521475,127.56,40
Chennai,2023-05,Furniture,Outdoor,High,1928258,0.08,0.018,37485,137944800,71.54,22
Surat,2023-09,Healthcare,Radio,Low,987853,0.07,0.109,115213,375018315,379.63,65
Bangalore,2023-11,Electronics,Outdoor,High,2428531,0.25,0.064,194282,728557500,300.0,22
Kolkata,2023-06,Healthcare,Print,Low,2685793,0.16,0.055,171353,503777820,187.57,22
Mumbai,2023-08,Healthcare,Digital,High,720075,0.25,0.149,134113,352046625,488.9,30
Mumbai,2023-10,Healthcare,Digital,Medium,2155833,0.12,0.093,224551,691617080,320.81,30
Kolkata,2023-08,FMCG,Digital,Medium,2877513,0.11,0.11,351344,469044240,163.0,65
Mumbai,2023-03,Healthcare,Outdoor,Medium,2693996,0.11,0.084,251188,782450620,290.44,22
Chennai,2023-07,Furniture,Outdoor,Medium,2241171,0.2,0.118,317349,1015516800,453.12,40
Mumbai,2023-07,Clothing,Digital,Medium,687922,0.25,0.115,98888,148332000,215.62,22
Kanpur,2023-10,FMCG,TV,High,1022005,0.16,0.102,120923,152362980,149.08,30
Surat,2023-12,Electronics,TV,High,2316376,0.14,0.15,396100,1703230000,735.3,22
Mumbai,2023-06,Clothing,Print,High,681514,0.29,0.074,65057,92380940,135.55,53
Surat,2023-12,Clothing,Radio,High,835641,0.08,0.109,98371,181002640,216.6,53
Hyderabad,2023-07,Clothing,Print,Medium,769330,0.17,0.122,109814,182291240,236.95,40
Delhi,2023-02,Healthcare,Digital,Low,900722,0.15,0.063,65257,194139575,215.54,65
Chennai,2023-09,Healthcare,Digital,Medium,934242,0.07,0.074,73973,240782115,257.73,22
Delhi,2023-10,FMCG,Digital,High,1546788,0.12,0.146,252930,333867600,215.85,53
Hyderabad,2023-10,Healthcare,Radio,Medium,692407,0.06,0.015,11009,36219610,52.31,65
Chennai,2023-01,Healthcare,Outdoor,Medium,2690285,0.27,0.057,194749,497583695,184.96,53
Kolkata,2023-01,Healthcare,Radio,Medium,572306,0.2,0.078,53567,149987600,262.08,65
Kolkata,2023-03,FMCG,Print,Low,1296325,0.25,0.01,16204,18229500,14.06,65
Surat,2023-03,FMCG,Outdoor,Medium,2753378,0.18,0.136,441862,543490260,197.39,53
Hyderabad,2023-01,Furniture,Outdoor,Medium,589854,0.2,0.05,35391,113251200,192.0,30
Surat,2023-12,Furniture,Print,Low,943973,0.23,0.046,53409,164499720,174.26,65
Bangalore,2023-07,Furniture,Outdoor,Medium,2768979,0.28,0.125,443036,1275943680,460.8,22
Mumbai,2023-04,Furniture,TV,Medium,2479594,0.07,0.049,130005,483618599,195.04,53
Ahmedabad,2023-10,Clothing,Print,Medium,1973150,0.13,0.102,227425,395719500,200.55,30
Bangalore,2023-02,Clothing,Print,Medium,2816198,0.23,0.125,432990,666804600,236.77,53
Mumbai,2023-10,Furniture,TV,Medium,2984154,0.29,0.121,465796,1322860640,443.3,40
Chennai,2023-05,Furniture,Radio,High,1127097,0.3,0.119,174361,488210800,433.16,22
Surat,2023-06,Electronics,Radio,Medium,1047919,0.21,0.022,27895,110185250,105.15,40
Chennai,2023-09,Clothing,Radio,Low,2865103,0.1,0.021,66183,119129400,41.58,65
Chennai,2023-04,Electronics,Outdoor,Medium,1154472,0.08,0.053,66081,303972600,263.3,65
Mumbai,2023-02,Electronics,TV,High,1036196,0.29,0.015,20050,71177500,68.69,40
Hyderabad,2023-05,Healthcare,Print,Low,2535900,0.16,0.08,235331,691873140,272.83,40
Mumbai,2023-03,FMCG,Print,Low,2134580,0.1,0.065,152622,206039700,96.52,65
Pune,2023-02,Clothing,Print,Medium,1579008,0.28,0.088,177859,256116960,162.2,30
Kolkata,2023-12,Furniture,Outdoor,High,1764372,0.08,0.052,99087,364640160,206.67,22
Kolkata,2023-01,Furniture,Outdoor,Medium,2222540,0.23,0.078,213230,656748400,295.49,53
Bangalore,2023-10,FMCG,Radio,High,2953397,0.21,0.057,203695,241378575,81.73,40
Kolkata,2023-02,Clothing,Outdoor,High,991340,0.07,0.037,39247,72999419,73.64,22
Mumbai,2023-06,Furniture,Radio,Medium,2442502,0.13,0.101,278762,970091760,397.17,53
Kanpur,2023-08,Furniture,Radio,High,1238001,0.09,0.104,140339,510833960,412.63,53
Surat,2023-03,Healthcare,Print,Medium,1279933,0.2,0.126,193525,541870000,423.36,40
Mumbai,2023-11,Electronics,Outdoor,High,1972736,0.17,0.132,304669,1264376350,640.93,30
Mumbai,2023-09,Furniture,Radio,Low,1207906,0.05,0.109,138244,525327200,434.91,30
Ahmedabad,2023-12,Clothing,TV,Medium,2228448,0.29,0.106,304717,432698140,194.17,22
Surat,2023-09,FMCG,TV,High,1957699,0.14,0.018,40171,51820590,26.47,22
Pune,2023-02,Healthcare,Outdoor,Low,2372932,0.11,0.025,65848,205116520,86.44,65
Kolkata,2023-08,Clothing,Print,Low,1723411,0.11,0.124,237210,422233800,245.0,30
Surat,2023-10,Healthcare,Print,Low,1913836,0.09,0.043,89701,285697685,149.28,22
Kolkata,2023-11,Electronics,Radio,Low,1958382,0.3,0.06,152753,534635500,273.0,65
Bangalore,2023-12,Furniture,Outdoor,Medium,2362900,0.12,0.03,79393,279463360,118.27,53
Surat,2023-05,Clothing,TV,High,1304172,0.15,0.037,55492,94336400,72.33,22
Kolkata,2023-04,FMCG,Radio,Low,676800,0.27,0.119,102284,112000980,165.49,65
Pune,2023-10,Electronics,Radio,High,2346796,0.21,0.047,133462,527174900,224.64,30
Delhi,2023-05,Electronics,Digital,High,2948677,0.14,0.073,245388,1055168400,357.84,53
Chennai,2023-04,Healthcare,Outdoor,High,1228052,0.27,0.031,48348,123529140,100.59,22
Chennai,2023-08,Electronics,Radio,Medium,2212087,0.24,0.105,288013,1094449400,494.76,30
Pune,2023-04,Clothing,TV,Medium,1233456,0.11,0.112,153343,272950540,221.29,53
